6	2
14	2
27	1
38	4
47	4
49	1
60	0
70	1
72	2
77	2
81	4
85	2
88	1
94	1
104	2
110	2
128	1
143	2
165	4
180	2
182	1
195	2
203	4
205	1
208	1
233	4
239	1
249	1
257	1
278	4
306	4
307	4
325	4
338	4
341	1
345	1
349	2
359	2
370	4
371	1
372	4
387	2
391	2
394	1
398	4
408	4
413	4
416	1
421	1
453	4
455	4
456	1
458	1
471	4
473	4
477	2
498	2
505	4
511	4
513	2
519	1
526	1
536	4
543	4
549	1
579	4
580	4
584	1
606	2
692	1
701	2
703	1
758	4
777	2
779	4
833	1
864	4
875	1
886	1
905	1
915	1
919	4
920	4
924	1
939	2
942	2
945	4
953	4
961	4
973	4
976	2
994	2
1066	4
1073	1
1074	4
1104	1
1118	1
1167	1
1232	4
1364	4
1365	2
1407	0
1408	2
1416	4
1434	4
1439	1
1463	1
1465	2
1476	4
1494	2
1537	1
1542	4
1545	2
1550	4
1564	1
1569	2
1570	1
1584	1
1588	2
1603	1
1604	4
1618	1
1621	4
1631	1
1633	2
1642	2
1648	1
1655	1
1663	4
1673	2
1676	4
1700	4
1709	1
1719	1
1728	4
1735	2
1745	2
1749	2
1754	4
1772	4
1784	4
1785	1
1788	4
1789	4
1790	4
1791	0
1799	1
1801	1
1814	2
1816	4
1818	4
1835	1
1845	1
1852	2
1880	2
1886	1
1904	4
1913	1
1919	2
1920	1
1924	4
1931	1
1944	2
1946	1
1948	2
1952	1
1953	4
1957	2
1961	1
1988	4
1991	2
1996	4
2008	4
2014	2
2023	2
2030	1
2035	1
2038	2
2039	1
2063	4
2066	2
2077	1
2078	4
2080	4
2166	4
2167	1
2170	1
2181	1
2202	2
2203	4
2227	1
2233	0
2251	4
2259	4
2262	4
2269	4
2271	1
2284	1
2297	1
2321	1
2364	2
2392	2
2396	1
2407	1
2416	1
2440	2
2448	4
2451	4
2455	1
2482	2
2505	2
2530	1
2550	4
2565	2
2567	1
2573	1
2589	1
2591	4
2601	4
2626	2
2631	2
2632	1
2646	4
2688	2
2693	2
2702	2
2706	2
2710	4
2720	4
2738	4
2741	4
2748	1
2758	2
2760	4
2761	1
2762	1
2793	2
2800	2
2816	4
2817	2
2819	1
2821	1
2825	1
2838	2
2839	4
2840	4
2841	4
2849	1
2851	4
2857	1
2874	1
2882	1
2883	4
2888	4
2910	4
2920	4
2921	4
2922	1
2927	1
2968	4
2985	4
2989	4
2998	4
3001	1
3032	2
3043	1
3049	4
3052	1
3064	4
3084	4
3117	2
3141	2
3150	1
3154	4
3162	1
3164	2
3186	1
3200	4
3273	2
3355	1
3367	4
3406	1
3433	1
3440	4
3443	2
3475	1
3498	4
3507	4
3512	2
3513	2
3536	4
3543	1
3545	2
3563	2
3564	2
3565	4
3568	4
3653	2
3654	4
3658	1
3660	4
3669	4
3956	4
3965	4
3984	4
3996	1
4016	2
4019	2
4026	4
4031	2
4110	2
4125	2
4133	1
4134	4
4182	2
4185	4
4192	4
4193	1
4196	1
4209	1
4215	4
4218	1
4234	4
4235	4
4240	1
4246	1
4333	2
4351	4
4354	1
4358	4
4362	4
4363	4
4365	1
4405	2
4412	1
4483	2
4486	4
4488	4
4489	2
4490	1
4527	2
4532	1
4533	4
4557	4
4560	4
4596	2
4607	2
4615	2
4621	1
4630	4
4635	4
4666	4
4672	4
4686	1
4702	4
4705	4
4707	2
4727	1
4743	4
4757	1
4758	4
4768	4
4968	2
