39137012	39137219	
38677211	38677441	
27012075	27012260	
36401470	36401674	
38321520	38321757	
38181369	38181607	
41283150	41283339	
38732819	38733025	
36352806	36353010	
40327505	40327710	
40721138	40721339	
38063747	38063951	
40151586	40151809	
37604711	37604908	
24421143	24421310	
42570741	42570932	
40739032	40739212	
42284108	42284313	
26030450	26030646	
41694990	41695153	
43134111	43134279	
38761277	38761467	
39697404	39697590	
26062975	26063170	
39978130	39978320	
38070897	38071081	
42752221	42752403	
39471155	39471331	
41214720	41214901	
42867701	42867878	
25927511	25927677	
38858426	38858591	
38037010	38037175	
37795269	37795447	
25843887	25844060	
40311335	40311520	
26412431	26412586	
22390976	22391124	
40910795	40910957	
37805110	37805264	
40982473	40982619	
40058405	40058561	
42997477	42997630	
42521941	42522104	
27002544	27002691	
25989877	25990014	
42373593	42373731	
38784547	38784744	
38904447	38904605	
25368754	25368897	
37391709	37391855	
37454647	37454801	
40845900	40846056	
41663572	41663731	
36415995	36416165	
26326922	26327085	
26721678	26721819	
25769596	25769751	
21790982	21791139	
24490430	24490581	
21770106	21770267	
26460927	26461073	
40929777	40929922	
20686904	20687034	
44929506	44929656	
41884887	41885023	
40319225	40319391	
26070958	26071118	
26331922	26332065	
30382169	30382306	
38073669	38073832	
41890245	41890383	
41959817	41959942	
27686252	27686396	
26083649	26083786	
25441663	25441806	
27050082	27050224	
40978377	40978510	
39979563	39979684	
44631429	44631565	
35936139	35936261	
25182273	25182401	
40552975	40553107	
36189479	36189615	
31372629	31372743	
26789820	26789964	
37385362	37385519	
37568525	37568655	
37979482	37979630	
40899754	40899873	
24689121	24689237	
23137548	23137664	
25859155	25859256	
20420632	20420731	
23336052	23336169	
41216690	41216826	
41695771	41695879	
26163181	26163298	
24981855	24981945	
38806456	38806551	
25443290	25443402	
35910373	35910483	
38862588	38862688	
30717830	30717922	
26134629	26134717	
21767555	21767655	
26180960	26181059	
22899309	22899387	
39660537	39660623	
40310220	40310294	
26862115	26862180	
42819653	42819738	
40926691	40926782	
27693872	27693957	
21514158	21514226	
20430224	20430282	
20546452	20546529	
25146649	25146720	
44762333	44762390	
42282460	42282650	
39183692	39183882	
22692430	22692620	
39979193	39979383	
20775179	20775229	
20249872	20249940	
25995426	25995616	
36184946	36185016	
27320518	27320596	
37782505	37782695	
40464445	40464635	
20424146	20424336	
20396897	20397087	
43474051	43474241	
35409370	35409560	
21792182	21792372	
36388418	36388608	
34722296	34722486	
38762587	38762642	
39448652	39448842	
36826404	36826594	
36724711	36724901	
40919018	40919208	
38186089	38186279	
21471176	21471366	
23616231	23616421	
42304482	42304672	
37244769	37244959	
30462864	30463054	
40843083	40843273	
37803810	37804000	
41015933	41016123	
36287860	36288050	
25047346	25047536	
38759725	38759915	
40307278	40307468	
25236460	25236650	
38732392	38732582	
33062673	33062863	
39437600	39437790	
42770225	42770415	
40230729	40230919	
40302076	40302266	
38562441	38562631	
25314147	25314337	
38203763	38203953	
38320502	38320692	
20315354	20315544	
43884612	43884802	
27178102	27178292	
24737792	24737982	
32776791	32776981	
26131825	26132015	
27704749	27704939	
30716164	30716354	
44427742	44427932	
42630264	42630454	
23369783	23369973	
22412354	22412544	
41234519	41234709	
38995402	38995592	
27863007	27863197	
26585478	26585668	
22609040	22609230	
40671526	40671716	
39412212	39412402	
38787673	38787863	
41260945	41261135	
26199247	26199437	
23299067	23299257	
38312066	38312256	
42967456	42967646	
39105000	39105190	
24516540	24516730	
26321280	26321470	
42298332	42298522	
26401855	26402045	
24990436	24990626	
38180368	38180558	
43711564	43711754	
41646334	41646524	
24034050	24034240	
36322116	36322306	
20761775	20761965	
44496091	44496281	
38505922	38506112	
38771618	38771808	
43355107	43355297	
39032074	39032264	
40623838	40624028	
25241449	25241639	
38896018	38896208	
39628017	39628207	
42641030	42641220	
38807309	38807499	
40737326	40737516	
32464704	32464894	
33650762	33650952	
40230315	40230505	
39611154	39611344	
36992227	36992417	
37159159	37159349	
36210615	36210805	
40625083	40625273	
26475621	26475811	
39527582	39527772	
38532852	38533042	
27086465	27086655	
38763331	38763521	
26887629	26887819	
40229016	40229206	
44585569	44585759	
31676034	31676224	
40435555	40435745	
38805872	38806062	
38602295	38602485	
38182214	38182404	
33091543	33091733	
38525674	38525864	
39963729	39963919	
38875231	38875421	
26320611	26320801	
26085830	26086020	
36769631	36769821	
30271585	30271775	
38167702	38167892	
39529078	39529268	
42645837	42646027	
20301243	20301433	
43247080	43247270	
38130846	38131036	
36324813	36325003	
40303732	40303922	
38178644	38178834	
26828474	26828664	
38133920	38134110	
