-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
2	1
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
3	2
4	2
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
4	3
5	3
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
5	4
6	4
6	4
6	4
6	4
7	4
7	5
7	5
7	5
7	5
7	5
7	5
7	5
7	5
7	5
7	5
7	6
7	6
8	6
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
8	7
9	7
9	7
9	7
9	7
9	8
9	8
10	8
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	9
10	10
10	10
10	10
10	10
10	10
10	10
10	10
10	11
10	11
10	11
10	11
11	11
11	12
11	12
11	12
11	12
11	12
11	12
11	12
11	12
11	12
11	12
11	12
11	12
12	12
12	13
12	13
12	13
12	13
12	13
12	13
12	13
12	13
12	13
13	13
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	14
13	15
13	15
13	15
13	15
13	15
13	15
13	15
13	15
13	15
13	15
13	16
13	16
13	16
13	16
14	16
14	17
14	17
14	17
14	17
14	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
15	17
