49012290	49012510	
53746469	53746681	
58299150	58299415	
51925758	51925976	
53553252	53553449	
52419527	52419726	
51735259	51735462	
54793172	54793363	
63187831	63188031	
49752519	49752733	
68616999	68617230	
48936181	48936389	
51815150	51815354	
66481217	66481436	
46466000	46466211	
49189693	49189897	
63192983	63193190	
67082706	67082909	
57463303	57463517	
55466934	55467114	
53902420	53902611	
69684883	69685063	
56586845	56587022	
57846766	57846964	
53607174	53607365	
56132673	56132858	
45937686	45937893	
54754709	54754901	
50038409	50038612	
56858181	56858363	
65284759	65284971	
50101389	50101599	
55387124	55387312	
65950589	65950783	
48173161	48173348	
68434329	68434505	
53374712	53374947	
50898582	50898788	
57506154	57506375	
58225253	58225463	
64237710	64237907	
54426429	54426651	
52550651	52550835	
55247822	55248008	
56907611	56907798	
47055264	47055452	
49247115	49247303	
48558974	48559164	
54585417	54585613	
54833506	54833688	
54762516	54762718	
67087757	67087962	
46547155	46547328	
48161013	48161187	
50232873	50233063	
48109177	48109361	
55465981	55466170	
49907963	49908147	
49629027	49629194	
48136097	48136279	
58739940	58740123	
65091898	65092078	
53815449	53815625	
64943453	64943645	
69464204	69464383	
53937330	53937538	
65196088	65196276	
59507629	59507795	
57977168	57977374	
48231455	48231657	
54069918	54070099	
54095656	54095835	
67255043	67255210	
45564346	45564527	
50170220	50170408	
52374194	52374375	
56513238	56513409	
56013495	56013707	
52477274	52477451	
66501269	66501460	
56390003	56390178	
69751353	69751526	
46384452	46384623	
59543903	59544074	
65996363	65996541	
64650048	64650219	
57852955	57853127	
54399815	54400000	
49974399	49974563	
57632922	57633100	
55351942	55352120	
69964682	69964853	
50469056	50469241	
49318445	49318601	
45524684	45524859	
53278681	53278874	
47377850	47378019	
57151379	57151563	
57576832	57577015	
65517336	65517510	
59797170	59797349	
50360858	50361027	
56987983	56988162	
56967261	56967423	
62586541	62586711	
46518997	46519179	
55582859	55583031	
54140495	54140708	
57233790	57233965	
54613944	54614110	
69548515	69548672	
48583390	48583559	
53493333	53493489	
57607161	57607332	
54601673	54601830	
50708584	50708746	
53718578	53718742	
68710936	68711108	
49457800	49457966	
49682218	49682376	
57381400	57381570	
65190120	65190294	
54688096	54688253	
55143096	55143258	
56435358	56435527	
57402003	57402168	
52386974	52387153	
68337191	68337358	
47327854	47328005	
66377516	66377678	
50030795	50030947	
53645407	53645569	
68752726	68752891	
49147343	49147506	
45324891	45325048	
56118505	56118662	
56053688	56053858	
51441617	51441777	
56131067	56131239	
56334115	56334285	
52672840	52673012	
47426478	47426634	
53681596	53681757	
56520053	56520206	
52766445	52766614	
64219892	64220045	
52515714	52515865	
63207106	63207273	
64667624	64667777	
62975690	62975831	
50134997	50135174	
66803155	66803326	
48191358	48191538	
54378704	54378865	
47415112	47415251	
57701654	57701816	
47701681	47701832	
49284574	49284719	
57518169	57518310	
53739073	53739263	
50449857	50450013	
55462325	55462459	
57395305	57395476	
69647846	69648004	
51380845	51381015	
54137497	54137650	
58377031	58377176	
54997096	54997249	
57657654	57657799	
67749732	67749906	
53264349	53264522	
67835668	67835832	
50464387	50464544	
48080552	48080685	
60202223	60202371	
57856553	57856677	
56441004	56441146	
53459816	53459982	
49482146	49482278	
49390627	49390777	
53775766	53775906	
56050263	56050406	
48343334	48343503	
54973621	54973760	
62832025	62832187	
52269140	52269289	
49486040	49486182	
50261018	50261149	
50569341	50569500	
50433124	50433253	
51159163	51159307	
47791589	47791724	
54773534	54773668	
52414632	52414778	
66663705	66663837	
51031812	51031950	
57030542	57030689	
51818874	51819009	
49947413	49947561	
47802189	47802311	
52721401	52721531	
69864721	69864856	
55153642	55153776	
54595251	54595354	
50172036	50172175	
48848600	48848717	
62387645	62387771	
65700429	65700565	
55096133	55096266	
58837472	58837592	
63497451	63497578	
58934392	58934511	
64233290	64233433	
48045569	48045691	
66673057	66673183	
51745816	51745950	
54610927	54611057	
62604236	62604350	
54151064	54151166	
64712592	64712695	
64195907	64196017	
50482513	50482614	
46736420	46736540	
52557820	52557937	
48357187	48357319	
69257780	69257898	
66746112	66746245	
53273835	53273973	
45342648	45342760	
64630461	64630598	
57637613	57637702	
51128562	51128679	
51219283	51219404	
62400041	62400143	
63814028	63814135	
46696965	46697086	
68552355	68552472	
46119609	46119713	
55329227	55329328	
69551002	69551058	
56423611	56423730	
52417578	52417686	
52976906	52977018	
56984152	56984260	
54645609	54645718	
48232484	48232628	
46122736	46122814	
57487182	57487280	
62517613	62517710	
51422028	51422123	
68045220	68045318	
56696292	56696360	
58197205	58197297	
65707638	65707736	
47069607	47069702	
49389320	49389420	
49330324	49330422	
48137944	48138023	
45267806	45267906	
69782323	69782379	
63462788	63462887	
58136030	58136122	
53584051	53584122	
67555261	67555352	
45168741	45168841	
52533460	52533538	
66429225	66429295	
46156457	46156527	
51640516	51640591	
45206048	45206102	
65626401	65626488	
51663449	51663541	
59838851	59838952	
69809598	69809788	
49725542	49725631	
55537195	55537247	
65494044	65494234	
58015671	58015753	
52607357	52607547	
67419395	67419585	
52320643	52320833	
66627850	66628040	
52398012	52398076	
56114846	56115036	
69224093	69224283	
54161576	54161766	
49491872	49492062	
47473363	47473430	
48264349	48264539	
58026951	58027002	
46525653	46525843	
56709893	56710083	
54718461	54718651	
59480951	59481141	
55052513	55052703	
69265894	69265967	
53993483	53993673	
57156975	57157165	
49730960	49731013	
45663008	45663198	
57636833	57637023	
49381932	49382122	
48680636	48680686	
59981661	59981723	
56099676	56099866	
68395426	68395498	
57425220	57425410	
66079415	66079605	
68630956	68631146	
51686026	51686216	
54730328	54730518	
53552943	53553133	
45782433	45782623	
49741450	49741640	
54382999	54383189	
56583392	56583451	
57850010	57850200	
56617814	56618004	
45941727	45941917	
53661811	53662001	
49371835	49372025	
47071646	47071836	
53715374	53715564	
54788101	54788291	
53721416	53721466	
50526398	50526588	
53259199	53259389	
50017314	50017504	
67809373	67809563	
48212951	48213141	
57608153	57608343	
58087461	58087651	
50156882	50157072	
51610963	51611153	
53938744	53938934	
50361298	50361488	
50019986	50020176	
52784858	52785048	
56600402	56600592	
56040017	56040207	
65090233	65090423	
54608605	54608795	
56190964	56191154	
66563356	66563546	
68436278	68436468	
